NEName,NeType,CollectTime,Interval,RegAtt,RegSucc,RegFail,InvAtt,InvSucc,InvFail,Rsp4xx,Rsp5xx,Rsp6xx,ActSess,SetupTime,CpuUsage,MemLoad,MsgRx,MsgTx,InvFail5xx,RegSuccRate
IMS-CSCF-A01,P_CSCF,20260608145500,5,2642,2600,42,1635,1602,33,60,12,3,5661,141.34,48.55,53.87,26890,25039,5,98.41
IMS-CSCF-A01,P_CSCF,20260608150000,5,2582,2542,40,1598,1561,37,58,15,4,5534,130.66,50.79,51.18,25870,24287,7,98.45
IMS-CSCF-A01,P_CSCF,20260608150500,5,2488,2424,64,1540,1513,27,73,15,3,5332,148.73,48.8,48.26,24944,22618,4,97.43
IMS-CSCF-A01,P_CSCF,20260608151000,5,2460,2414,46,1523,1498,25,54,13,4,5273,142.04,47.03,49.8,24119,22985,5,98.13
IMS-CSCF-A01,P_CSCF,20260608151500,5,2490,2458,32,1541,1517,24,43,10,3,5335,146.4,49.61,51.84,24298,23433,4,98.71
IMS-CSCF-A01,P_CSCF,20260608152000,5,2700,2684,16,1671,1651,20,28,7,1,5786,145.54,48.88,52.89,26571,25008,4,99.41
IMS-CSCF-A01,P_CSCF,20260608152500,5,2598,2565,33,1608,1579,29,49,11,2,5567,137.08,48.59,50.44,25243,24603,5,98.73
IMS-CSCF-A01,P_CSCF,20260608153000,5,2652,2621,31,1641,1614,27,44,11,3,5683,148.73,50.28,53.62,26910
IMS-CSCF-A01,P_CSCF,20260608153500,5,2660,2601,59,1646,1637,9,54,12,2,5700,149.26,48.27,53.24,26468,25351,2,97.78
IMS-CSCF-A01,P_CSCF,20260608154000,5,2806,2725,81,1737,1698,39,90,24,6,6013,157.32,51.39,51.17,27547,26586,8,97.11
IMS-CSCF-A01,P_CSCF,20260608154500,5,2767,2750,17,1712,1679,33,38,10,2,5929,141.45,52.07,50.5,26877,25794,7,99.39
IMS-CSCF-A01,P_CSCF,20260608155000,5,2752,2677,75,1703,1655,48,98,22,3,5898,141.97,55.0,54.04,28337,25435,9,97.27
IMS-CSCF-A01,P_CSCF,20260608155500,5,2780,2752,28,1721,1708,13,33,7,1,5957,153.17,55.65,51.73,27164,26383,2,98.99
IMS-CSCF-A01,P_CSCF,20260608160000,5,2827,2775,52,1750,1734,16,53,12,3,6059,150.85,52.61,51.52,29024,26721,3,98.16
IMS-CSCF-A01,P_CSCF,20260608160500,5,2810,2735,75,1740,1726,14,69,17,3,6023,158.19,53.49,51.76,28668,26958,3,97.33
IMS-CSCF-A01,P_CSCF,20260608161000,5,2864,2816,48,1773,1762,11,47,10,2,6137,146.51,54.07,54.89,29194,27445,2,98.32
IMS-CSCF-A01,P_CSCF,20260608161500,5,2761,2681,80,1709,1664,45,94,24,7,5918,145.35,53.86,51.99,27362,26810,9,97.1
IMS-CSCF-A01,P_CSCF,20260608162000,5,2759,2703,56,1708,1680,28,65,15,4,5913,141.73,55.54,53.89,28182,25313,5,97.97
IMS-CSCF-A01,P_CSCF,20260608162500,5,2995,2943,52,1854,1836,18,54,12,4,6418,145.67,54.64,55.84,29318,27750,3,98.26
IMS-CSCF-A01,P_CSCF,20260608163000,5,3039,3022,17,1881,1861,20,29,6,2,6513,151.32,54.2,54.85,30663,28425,3,99.44
IMS-CSCF-A01,P_CSCF,20260608163000,5,3039,3022,17,1881,1861,20,29,6,2,6513,151.32,54.2,54.85,30663,28425,3,99.44
IMS-CSCF-A01,P_CSCF,20260608163500,5,2973,2952,21,1840,1816,24,36,8,1,6371,154.94,55.92,54.79,30219,28678,4,99.29
IMS-CSCF-A01,P_CSCF,20260608164000,5,2784,2710,74,1723,1705,18,70,17,5,5967,136.89,53.67,56.67,28796,26718,3,97.34
IMS-CSCF-A01,P_CSCF,20260608164500,5,2918,2880,38,1806,1785,21,46,11,2,6253,162.15,54.48,54.25,28659,27653,4,98.7
IMS-CSCF-A01,P_CSCF,20260608165000,5,3128,3044,84,1936,1888,48,107,22,3,6703,153.01,53.75,55.03,31361,30262,8,97.31
IMS-CSCF-A01,P_CSCF,20260608165500,5,2873,2794,79,1778,1751,27,82,21,3,6157,143.47,56.82,53.18,28132,27758,5,97.25
IMS-CSCF-A01,P_CSCF,20260608170000,5,3089,3041,48,1912,1897,15,50,11,2,6620,154.22,54.07,54.22,31782,28681,3,98.45
IMS-CSCF-A01,P_CSCF,20260608170500,5,3147,3089,58,1948,1901,47,84,17,4,6745,150.38,53.77,55.88,32301,30362,8,98.16
IMS-CSCF-A01,P_CSCF,20260608171000,5,3079,3047,32,1906,1867,39,56,12,3,6598,151.77,55.93,54.63,30668,28696,7,98.96
IMS-CSCF-A01,P_CSCF,20260608171500,5,3235,3172,63,2003,1988,15,60,15,3,6933,144.85,59.94,56.93,33027,30073,3,98.05
IMS-CSCF-A01,P_CSCF,20260608172000,5,3192,3168,24,1976,1956,20,33,9,2,6841,151.92,60.37,55.62,32534,29925,4,99.25
IMS-CSCF-A01,P_CSCF,20260608172500,5,3221,3128,93,1994,1959,35,103,21,4,6903,154.53,58.14,56.56,32698,30253,6,97.11
IMS-CSCF-A01,P_CSCF,20260608173000,5,3312,3249,63,2050,1999,51,89,22,3,7097,169.76,57.94,57.53,32723,30488,10,98.1
IMS-CSCF-A01,P_CSCF,20260608173500,5,3119,3044,75,1931,1889,42,90,21,6,6684,145.5,54.81,53.33,30309,29269,8,97.6
IMS-CSCF-A01,P_CSCF,20260608174000,5,3355,3259,96,2077,2044,33,98,25,6,7190,154.9,56.22,57.49,33632,30536,6,97.14
IMS-CSCF-A01,P_CSCF,20260608174500,5,3331,3288,43,2062,2014,48,69,17,5,7138,150.56,61.31,56.93,33679,31251,9,98.71
IMS-CSCF-A01,P_CSCF,20260608175000,5,3336,3311,25,2065,2011,54,62,14,3,7150,157.08,61.21,56.85,33339,30567,10,99.25
IMS-CSCF-A01,P_CSCF,20260608175500,5,3305,3274,31,2046,1996,50,62,15,4,7082,152.38,57.4,57.04,34164,30037,9,99.06
IMS-CSCF-A01,P_CSCF,20260608180000,5,3444,3343,101,2132,2101,31,102,26,4,7380,165.88,62.14,57.19,34026,32430,6,97.07
IMS-CSCF-A01,P_CSCF,20260608180500,5,3387,3315,72,2096,2042,54,97,22,7,7257,141.71,60.99,54.91,33057,32625,9,97.87
IMS-CSCF-A01,P_CSCF,20260608181000,5,3644,3542,102,2255,2189,66,128,32,8,7809,150.56,66.85,56.88,37154,33179,13,97.2
IMS-CSCF-A01,P_CSCF,20260608181500,5,3384,3285,99,2094,2047,47,112,27,7,7251,157.86,57.32,56.11,34537,30987,9,97.07
IMS-CSCF-A01,P_CSCF,20260608182000,5,3562,3462,100,2205,2172,33,107,22,4,7633,153.54,61.7,53.63,35800,33201,5,97.19
IMS-CSCF-A01,P_CSCF,20260608182500,5,3670,3622,48,2272,2224,48,77,16,3,7865,166.73,60.94,55.84,37171,34336,8,98.69
IMS-CSCF-A01,P_CSCF,20260608183000,5,3810,3715,95,2359,2292,67,130,29,3,8165,161.31,66.35,58.12,39278,36963,12,97.51
IMS-CSCF-A01,P_CSCF,20260608183500,5,3510,3463,47,2173,2156,17,51,11,2,7522,148.86,59.33,57.58,34732,33218,3,98.66
IMS-CSCF-A01,P_CSCF,20260608184000,5,3631,3565,66,2247,2189,58,96,23,5,7780,154.14,60.57,55.18,36362,33407,11,98.18
IMS-CSCF-A01,P_CSCF,20260608184500,5,3721,3660,61,2304,2276,28,67,17,5,7975,145.36,63.32,55.27,37241,35851,5,98.36
IMS-CSCF-A01,P_CSCF,20260608185000,5,3577,3541,36,2214,2186,28,50,11,3,7667,149.37,57.72,56.56,34969,34061,5,98.99
IMS-CSCF-A01,P_CSCF,20260608185500,5,3772,3665,107,2335,2302,33,111,25,4,8084,152.7,63.68,56.68,38700,34623,6,97.16
IMS-CSCF-A01,P_CSCF,20260608190000,5,3655,3564,91,2263,2200,63,122,26,6,7833,159.86,64.63,55.82,35593,33271,11,97.51
IMS-CSCF-A01,P_CSCF,20260608190500,5,3720,3659,61,2303,2278,25,69,14,3,7972,163.71,65.18,56.69,36672,33913,4,98.36
IMS-CSCF-A01,P_CSCF,20260608191000,5,3722,3686,36,2304,2250,54,71,17,2,7977,153.04,63.87,56.65,36713,34698,10,99.03
IMS-CSCF-A01,P_CSCF,20260608191500,5,3874,3775,99,2398,2380,18,92,22,3,8303,161.74,67.33,57.88,38869,36208,3,97.44
IMS-CSCF-A01,P_CSCF,20260608192000,5,3864,3770,94,2392,2364,28,97,21,4,8281,171.15,66.06,61.6,38861,35906,5,97.57
IMS-CSCF-A01,P_CSCF,20260608192500,5,3852,3823,29,2385,2317,68,76,17,4,8256,163.5,65.53,57.35,37576,35963,12,99.25
IMS-CSCF-A01,P_CSCF,20260608193000,5,3948,3920,28,2444,2384,60,68,16,4,8460,163.33,67.39,57.16,40687,37420,11,99.29
IMS-CSCF-A01,P_CSCF,20260608193500,5,3767,3657,110,2332,2294,38,114,28,6,8072,151.62,65.89,55.53,38795,34184,7,97.08
IMS-CSCF-A01,P_CSCF,20260608194000,5,3867,3752,115,2394,2340,54,133,31,5,8288,160.08,66.29,59.54,38886,35997,10,97.03
IMS-CSCF-A01,P_CSCF,20260608194500,5,3943,3853,90,2441,2380,61,113,29,9,8449,162.62,68.41,59.16,40047,37649,12,97.72
IMS-CSCF-A01,P_CSCF,20260608195000,5,3945,3855,90,2442,2404,38,100,21,7,8453,159.51,68.78,56.27,39779,37439,6,97.72
IMS-CSCF-A01,P_CSCF,20260608195500,5,3868,3802,66,2394,2368,26,73,16,3,8290,159.67,65.89,58.73,38256,36685,5,98.29
IMS-CSCF-A01,P_CSCF,20260608200000,5,3813,3753,60,2360,2306,54,91,19,4,8171,144.92,66.54,58.99,37135,35303,9,98.43
IMS-CSCF-A01,P_CSCF,20260608200500,5,3808,3786,22,2357,2297,60,64,16,2,8161,155.58,68.53,58.63,38933,35502,12,99.42
IMS-CSCF-A01,P_CSCF,20260608201000,5,3784,3688,96,2343,2324,19,89,20,6,8110,148.43,66.11,58.78,38498,34330,3,97.46
IMS-CSCF-A01,P_CSCF,20260608201500,5,3939,3893,46,2438,2418,20,50,13,3,8442,154.33,65.48,58.59,38284,37108,4,98.83
IMS-CSCF-A01,P_CSCF,20260608202000,5,3949,3886,63,2444,2392,52,91,21,3,8463,154.09,66.98,56.63,40535,36993,9,98.4
IMS-CSCF-A01,P_CSCF,20260608202500,5,3728,3697,31,2308,2275,33,51,12,1,7989,152.75,62.32,56.02,37745,34390,6,99.17
IMS-CSCF-A01,P_CSCF,20260608203000,5,3637,3582,55,2251,2236,15,52,14,4,7794,150.16,62.17,56.91,35365,33299,3,98.49
IMS-CSCF-A01,P_CSCF,20260608203500,5,3702,3652,50,2292,2241,51,78,18,5,7934,159.16,62.97,58.92,37413,35191,9,98.65
IMS-CSCF-A01,P_CSCF,20260608204000,5,3766,3739,27,2331,2276,55,62,15,5,8070,151.0,62.95,59.74,36824,36351,10,99.28
IMS-CSCF-A01,P_CSCF,20260608204500,5,3748,3695,53,2320,2295,25,61,15,2,8031,159.56,65.43,59.77,37025,35274,5,98.59
IMS-CSCF-A01,P_CSCF,20260608205000,5,3656,3627,29,2263,2198,65,74,17,3,7835,148.94,66.35,55.26,36220,33174,12,99.21
IMS-CSCF-A01,P_CSCF,20260608205500,5,3475,3391,84,2151,2136,15,77,19,3,7446,156.19,59.57,57.53,35749,33255,3,97.58
IMS-CSCF-A01,P_CSCF,20260608210000,5,3482,3437,45,2155,2124,31,59,13,4,7462,151.5,60.19,57.91,35922,32757,5,98.71
IMS-CSCF-A01,P_CSCF,20260608210500,5,3553,3487,66,2199,2178,21,68,15,4,7613,158.19,59.69,58.04,36007,33116,4,98.14
IMS-CSCF-A01,P_CSCF,20260608211000,5,3725,3632,93,2306,2257,49,109,26,7,7982,155.69,62.11,57.71,38280,35728,9,97.5
IMS-CSCF-A01,P_CSCF,20260608211500,5,3618,3541,77,2240,2195,45,94,23,5,7754,156.07,60.97,57.69,37337,34263,8,97.87
IMS-CSCF-A01,P_CSCF,20260608212000,5,3435,3405,30,2126,2084,42,55,13,4,7362,147.55,63.7,56.09,33611,31725,8,99.13
IMS-CSCF-A01,P_CSCF,20260608212500,5,3384,3322,62,2095,2050,45,84,18,5,7252,147.98,58.71,58.39,34874,30795,8,98.17
IMS-CSCF-A01,P_CSCF,20260608213000,5,3277,3186,91,2029,2008,21,86,20,6,7023,160.87,59.3,52.9,31922,31548,4,97.22
IMS-CSCF-A01,P_CSCF,20260608213500,5,3327,3251,76,2059,2006,53,102,22,5,7130,154.21,62.08,54.22,34203,30349,9,97.72
IMS-CSCF-A01,P_CSCF,20260608214000,5,3193,3100,93,1977,1955,22,90,20,5,6843,148.95,55.27,52.54,32586,30089,4,97.09
IMS-CSCF-A01,P_CSCF,20260608214500,5,3241,3204,37,2006,1988,18,42,10,3,6946,154.95,58.03,55.21,31736,29839,3,98.86
IMS-CSCF-A01,P_CSCF,20260608215000,5,3227,3150,77,1997,1977,20,76,16,5,6915,141.57,59.16,57.52,32808,29262,3,97.61
IMS-CSCF-A01,P_CSCF,20260608215500,5,3172,3113,59,1964,1951,13,55,14,3,6798,152.7,60.21,53.17,31079,28960,3,98.14
IMS-CSCF-A01,P_CSCF,20260608220000,5,3001,2924,77,1858,1821,37,90,19,5,6432,155.69,55.14,54.81,29970,28600,6,97.43
IMS-CSCF-A01,P_CSCF,20260608220500,5,3059,3032,27,1894,1854,40,54,11,2,6556,146.15,57.55,52.76,30220,29063,7,99.12
IMS-CSCF-A01,P_CSCF,20260608221000,5,3053,3036,17,1890,1878,12,23,5,1,6542,134.51,52.63,50.76,31579,28978,2,99.44
IMS-CSCF-A01,P_CSCF,20260608221500,5,2946,2903,43,1824,1811,13,44,10,2,6314,145.64,53.73,51.23,29826,27331,2,98.54
IMS-CSCF-A01,P_CSCF,20260608222000,5,2764,2725,39,1711,1693,18,45,11,1,5923,140.2,47.2,53.82,27380,25632,3,98.59
IMS-CSCF-A01,P_CSCF,20260608222500,5,2812,2737,75,1741,1709,32,85,19,3,6027,148.16,51.66,54.48,28762,26835,6,97.33
IMS-CSCF-A01,P_CSCF,20260608223000,5,2823,2751,72,1747,1736,11,65,15,3,6049,147.09,53.14,50.32,28843,26734,2,97.45
IMS-CSCF-A01,P_CSCF,20260608223500,5,2690,2630,60,1665,1637,28,69,15,4,5765,139.25,50.18,50.82,27464,25769,5,97.77
IMS-CSCF-A01,P_CSCF,20260608224000,5,2669,2656,13,1652,1620,32,35,8,2,5720,147.58,51.89,53.31,26838,24543,6,99.51
IMS-CSCF-A01,P_CSCF,20260608224500,5,2704,2668,36,1674,1633,41,59,15,3,5796,152.42,53.28,51.95,27480,24530,8,98.67
IMS-CSCF-A01,P_CSCF,20260608225000,5,2707,2668,39,1676,1628,48,66,16,5,5801,136.0,52.54,49.41,27667,26269,9,98.56
IMS-CSCF-A01,P_CSCF,20260608225500,5,2714,2643,71,1680,1656,24,76,16,3,5815,152.6,53.99,49.44,27297,24744,4,97.38
IMS-CSCF-A01,P_CSCF,20260608230000,5,2567,2514,53,1589,1569,20,58,13,2,5502,144.08,49.37,,26390,23350,4,97.94
IMS-CSCF-A01,P_CSCF,20260608230500,5,2468,2448,20,1527,1502,25,35,7,3,5288,143.1,49.83,47.54,25526,23657,4,99.19
IMS-CSCF-A01,P_CSCF,20260608231000,5,2530,2470,60,1566,1552,14,58,13,3,5423,150.53,48.48,50.59,25630,24305,2,97.63
IMS-CSCF-A01,P_CSCF,20260608231500,5,2381,2314,67,1474,1433,41,85,19,4,5103,145.98,47.49,50.33,24663,21799,7,97.19
IMS-CSCF-A01,P_CSCF,20260608232000,5,2280,2259,21,1411,1391,20,31,8,2,4887,139.52,46.54,50.32,23351,21157,4,99.08
IMS-CSCF-A01,P_CSCF,20260608232500,5,2367,2305,62,1465,1457,8,55,13,2,5072,141.95,42.93,48.45,23556,22655,1,97.38
IMS-CSCF-A01,P_CSCF,20260608233000,5,2271,2225,46,1405,1387,18,50,12,2,4866,141.45,49.0,48.53,23437,21751,3,97.97
IMS-CSCF-A01,P_CSCF,20260608233500,5,2261,2201,60,1400,1369,31,71,17,3,4846,144.4,42.32,52.19,22637,20571,6,97.35
IMS-CSCF-A01,P_CSCF,20260608234000,5,2200,2163,37,1362,1334,28,53,11,1,4715,137.89,43.77,49.67,21728,21086,5,98.32
IMS-CSCF-A01,P_CSCF,20260608234500,5,2098,2051,47,1299,1290,9,46,9,1,4497,129.64,43.24,49.56,21651,20204,1,97.76
IMS-CSCF-A01,P_CSCF,20260608235000,5,2061,2014,47,1276,1258,18,50,12,3,4417,147.64,46.54,50.32,20131,18847,3,97.72
IMS-CSCF-A01,P_CSCF,20260608235500,5,1962,1951,11,1214,1191,23,26,6,2,4204,128.58,40.95,48.49,19322,18360,4,99.44
